clothing_id,age_group,rating,recommended_ind,positive_feedback_count,division_name,category,review_date
907,55 to 64,5,1,2,General,Tops,29/06/2017
862,55 to 64,4,1,0,General Petite,Tops,9/5/17
862,35 to 54,4,1,0,General Petite,Tops,1/5/17
150,55 to 64,3,1,0,Initmates,Intimate,18/05/2017
150,55 to 64,5,1,3,Initmates,Intimate,30/03/2017
1020,35 to 54,5,1,4,General,Bottoms,22/08/2017
877,25 to 34,5,1,0,General,Tops,24/08/2017
1095,35 to 54,5,1,0,General,Dresses,26/07/2017
1020,35 to 54,5,1,0,General,Bottoms,25/07/2017
1033,35 to 54,4,1,0,General,Bottoms,24/07/2017
903,65+,5,1,1,General Petite,Tops,6/12/17
1095,35 to 54,5,1,0,General,Dresses,8/11/17
1095,55 to 64,3,1,3,General,Dresses,28/10/2017
903,35 to 54,5,1,3,General Petite,Tops,24/10/2017
1020,25 to 34,5,1,0,General,Bottoms,1/6/18
1020,25 to 34,5,1,1,General,Bottoms,15/09/2017
1095,55 to 64,3,1,0,General,Dresses,7/9/17
1095,35 to 54,5,1,0,General,Dresses,14/08/2017
1095,25 to 34,5,1,1,General,Dresses,21/07/2017
1095,35 to 54,5,1,2,General,Dresses,22/07/2017
1095,35 to 54,4,1,30,General,Dresses,16/07/2017
1033,35 to 54,4,1,2,General,Bottoms,15/07/2017
1095,25 to 34,5,1,1,General,Dresses,18/07/2017
1025,35 to 54,4,1,0,General Petite,Bottoms,10/7/17
903,35 to 54,5,1,1,General Petite,Tops,17/07/2017
877,25 to 34,3,1,1,General,Tops,14/07/2017
1020,35 to 54,5,1,0,General,Bottoms,17/07/2017
903,35 to 54,4,1,0,General Petite,Tops,24/10/2017
1095,35 to 54,4,1,2,General,Dresses,11/7/17
1033,25 to 34,4,1,7,General,Bottoms,9/3/18
1033,35 to 54,4,1,4,General,Bottoms,26/04/2018
903,35 to 54,5,1,0,General Petite,Tops,4/5/18
1020,25 to 34,5,1,0,General,Bottoms,18/11/2017
1020,18 to 24,2,0,0,General,Bottoms,26/07/2017
1095,25 to 34,5,1,9,General,Dresses,25/07/2017
903,35 to 54,5,1,0,General Petite,Tops,27/06/2017
1033,35 to 54,4,1,0,General,Bottoms,15/06/2017
903,35 to 54,1,0,0,General Petite,Tops,30/06/2017
1020,35 to 54,5,1,0,General,Bottoms,26/06/2017
1033,35 to 54,2,0,0,General,Bottoms,27/06/2017
903,35 to 54,3,1,0,General Petite,Tops,17/06/2017
1095,55 to 64,5,1,1,General,Dresses,10/6/17
903,35 to 54,5,1,1,General Petite,Tops,10/6/17
1033,35 to 54,3,0,3,General,Bottoms,26/07/2017
1020,35 to 54,5,1,0,General,Bottoms,31/05/2017
877,65+,4,1,1,General,Tops,31/05/2017
1020,35 to 54,4,1,0,General,Bottoms,8/7/17
1020,35 to 54,5,1,18,General,Bottoms,23/07/2017
1095,35 to 54,5,1,0,General,Dresses,22/07/2017
1091,25 to 34,3,1,5,General Petite,Dresses,26/07/2017
1036,65+,5,1,0,General,Bottoms,9/7/17
1095,35 to 54,5,1,1,General,Dresses,10/7/17
1020,35 to 54,4,1,1,General,Bottoms,24/09/2017
1095,25 to 34,5,0,0,General,Dresses,29/08/2017
1020,55 to 64,4,1,10,General,Bottoms,22/08/2017
903,35 to 54,2,0,0,General Petite,Tops,19/08/2017
1095,35 to 54,4,1,6,General,Dresses,26/07/2017
1095,35 to 54,5,1,1,General,Dresses,25/07/2017
1020,35 to 54,5,1,1,General,Bottoms,27/06/2017
1033,35 to 54,5,1,0,General,Bottoms,13/06/2017
903,35 to 54,2,0,0,General Petite,Tops,24/06/2017
1091,55 to 64,5,1,0,General Petite,Dresses,27/06/2017
1095,35 to 54,5,1,0,General,Dresses,20/06/2017
1030,35 to 54,5,1,1,General,Bottoms,24/06/2017
1095,65+,4,1,0,General,Dresses,23/06/2017
1020,65+,5,1,2,General,Bottoms,24/07/2017
1020,35 to 54,5,1,0,General,Bottoms,25/07/2017
1033,35 to 54,3,0,0,General,Bottoms,17/07/2017
1095,55 to 64,5,1,16,General,Dresses,18/07/2017
903,25 to 34,5,1,1,General Petite,Tops,17/07/2017
1020,35 to 54,5,1,6,General,Bottoms,16/11/2017
1033,55 to 64,5,1,1,General,Bottoms,24/10/2017
903,35 to 54,4,1,0,General Petite,Tops,18/07/2017
1020,25 to 34,5,1,0,General,Bottoms,16/07/2017
1033,35 to 54,3,0,5,General,Bottoms,17/07/2017
1020,35 to 54,3,1,2,General,Bottoms,15/07/2017
1020,25 to 34,5,1,1,General,Bottoms,23/06/2017
1020,35 to 54,5,1,1,General,Bottoms,24/06/2017
1020,35 to 54,5,1,1,General,Bottoms,27/06/2017
1078,65+,4,1,0,General Petite,Dresses,27/06/2017
336,55 to 64,5,1,5,Initmates,Intimate,25/06/2017
895,35 to 54,3,0,2,General Petite,Tops,20/06/2017
818,35 to 54,4,1,5,General,Tops,24/06/2017
1078,35 to 54,5,1,0,General Petite,Dresses,28/10/2017
124,35 to 54,4,1,0,Initmates,Intimate,24/10/2017
818,25 to 34,3,0,0,General,Tops,26/07/2017
895,25 to 34,4,1,0,General Petite,Tops,27/07/2017
828,25 to 34,5,1,0,General Petite,Tops,9/7/17
1078,35 to 54,5,1,2,General Petite,Dresses,25/07/2017
124,55 to 64,5,1,3,Initmates,Intimate,17/09/2017
1078,35 to 54,5,1,0,General Petite,Dresses,17/06/2017
1078,55 to 64,2,0,0,General Petite,Dresses,8/11/17
1078,35 to 54,4,1,0,General Petite,Dresses,11/7/17
1078,35 to 54,4,1,0,General Petite,Dresses,26/07/2017
1078,25 to 34,4,1,21,General Petite,Dresses,31/05/2017
1078,35 to 54,5,1,0,General Petite,Dresses,31/05/2017
124,25 to 34,5,1,0,Initmates,Intimate,22/07/2017
336,35 to 54,5,1,0,Initmates,Intimate,25/07/2017
124,55 to 64,3,0,0,Initmates,Intimate,23/07/2017
1078,35 to 54,4,1,8,General Petite,Dresses,9/5/17
864,35 to 54,5,1,0,General,Tops,18/05/2017
1078,35 to 54,2,0,0,General Petite,Dresses,26/04/2018
124,35 to 54,5,1,1,Initmates,Intimate,29/06/2017
1078,35 to 54,4,1,0,General Petite,Dresses,30/06/2017
933,25 to 34,5,1,1,General,Tops,5/2/18
1078,55 to 64,4,1,0,General Petite,Dresses,6/6/17
1078,65+,2,0,0,General Petite,Dresses,5/6/17
818,55 to 64,5,1,1,General,Tops,2/6/17
1078,35 to 54,5,1,1,General Petite,Dresses,18/09/2017
828,35 to 54,5,1,5,General Petite,Tops,26/04/2018
1078,25 to 34,4,1,0,General,Dresses,20/06/2017
830,35 to 54,5,1,0,General,Tops,24/06/2017
336,65+,5,1,11,Initmates,Intimate,22/08/2017
933,25 to 34,2,0,1,General,Tops,26/04/2018
1078,35 to 54,5,1,0,General,Dresses,4/5/18
1078,55 to 64,5,1,0,General,Dresses,6/12/17
1078,35 to 54,4,1,0,General,Dresses,9/1/18
818,35 to 54,3,0,4,General,Tops,4/12/17
895,25 to 34,5,1,0,General Petite,Tops,18/11/2017
1078,55 to 64,5,1,0,General,Dresses,24/09/2017
828,35 to 54,1,0,4,General Petite,Tops,19/08/2017
895,35 to 54,2,0,0,General Petite,Tops,29/08/2017
1078,35 to 54,5,1,3,General,Dresses,1/6/18
864,55 to 64,5,1,4,General Petite,Tops,21/07/2017
1078,55 to 64,4,1,0,General,Dresses,22/07/2017
895,25 to 34,5,1,0,General Petite,Tops,23/08/2017
336,35 to 54,5,1,10,Initmates,Intimate,30/08/2017
1031,35 to 54,4,1,1,General,Bottoms,7/12/17
828,35 to 54,5,1,0,General Petite,Tops,7/12/17
836,65+,4,1,0,General,Tops,5/12/17
836,35 to 54,5,1,0,General,Tops,25/01/2018
1098,65+,4,1,0,General,Dresses,12/1/18
1098,35 to 54,5,1,1,General,Dresses,9/1/18
863,25 to 34,5,1,1,General,Tops,18/11/2017
975,65+,5,1,0,General Petite,Jackets,23/10/2017
993,35 to 54,5,1,1,General Petite,Bottoms,17/10/2017
292,35 to 54,5,1,0,Initmates,Intimate,20/09/2017
863,35 to 54,5,1,1,General,Tops,12/9/17
863,35 to 54,5,1,0,General,Tops,26/05/2018
863,35 to 54,3,1,2,General,Tops,29/08/2017
975,55 to 64,5,1,0,General Petite,Jackets,22/08/2017
907,35 to 54,4,1,0,General,Tops,19/08/2017
294,35 to 54,5,1,0,General Petite,Intimate,6/9/17
1085,35 to 54,5,1,0,General,Dresses,18/09/2017
830,55 to 64,5,1,1,General,Tops,31/07/2017
294,35 to 54,3,1,3,General Petite,Intimate,26/07/2017
863,65+,5,1,3,General,Tops,1/6/17
863,65+,5,1,0,General,Tops,1/6/17
975,35 to 54,3,0,1,General Petite,Jackets,1/5/17
975,55 to 64,5,1,3,General Petite,Jackets,9/5/17
863,25 to 34,5,1,0,General,Tops,23/07/2017
836,35 to 54,4,1,0,General,Tops,10/10/17
1083,25 to 34,2,0,4,General,Dresses,6/5/18
975,25 to 34,5,1,1,General Petite,Jackets,25/08/2017
975,35 to 54,5,1,0,General Petite,Jackets,26/05/2018
863,55 to 64,5,1,0,General Petite,Tops,25/08/2017
975,35 to 54,4,1,0,General Petite,Jackets,23/07/2017
863,25 to 34,5,1,0,General Petite,Tops,24/08/2017
907,55 to 64,5,1,0,General,Tops,28/08/2017
863,35 to 54,4,1,0,General Petite,Tops,31/07/2017
830,55 to 64,5,1,3,General,Tops,7/12/17
975,35 to 54,5,1,11,General Petite,Jackets,7/12/17
863,35 to 54,5,1,0,General Petite,Tops,5/12/17
863,35 to 54,5,1,0,General Petite,Tops,18/11/2017
552,25 to 34,1,0,21,General,Trend,17/10/2017
975,55 to 64,5,1,19,General Petite,Jackets,1/6/17
975,35 to 54,5,1,5,General Petite,Jackets,1/6/17
294,35 to 54,5,1,2,General Petite,Intimate,4/6/18
863,35 to 54,5,1,9,General Petite,Tops,10/10/17
975,25 to 34,2,0,1,General Petite,Jackets,12/1/18
1085,35 to 54,1,0,0,General,Dresses,9/1/18
836,25 to 34,5,1,0,General,Tops,7/12/17
294,35 to 54,5,1,5,General Petite,Intimate,7/12/17
863,25 to 34,5,1,3,General Petite,Tops,5/12/17
977,35 to 54,2,0,1,General Petite,Jackets,17/10/2017
975,35 to 54,5,1,1,General Petite,Jackets,29/08/2017
292,35 to 54,5,1,0,Initmates,Intimate,22/08/2017
975,35 to 54,5,1,1,General Petite,Jackets,19/08/2017
899,25 to 34,4,1,3,General Petite,Tops,20/09/2017
977,35 to 54,3,0,2,General Petite,Jackets,9/5/17
909,35 to 54,5,1,0,General,Tops,1/5/17
863,55 to 64,4,1,1,General Petite,Tops,20/09/2017
294,35 to 54,4,1,0,General Petite,Intimate,29/08/2017
907,55 to 64,5,1,0,General,Tops,22/08/2017
975,55 to 64,5,1,2,General Petite,Jackets,19/08/2017
1083,35 to 54,4,1,0,General,Dresses,12/9/17
907,35 to 54,3,1,0,General,Tops,6/9/17
1085,35 to 54,3,1,0,General,Dresses,30/08/2017
975,35 to 54,5,1,1,General Petite,Jackets,23/08/2017
552,35 to 54,3,0,1,General,Trend,26/07/2017
552,25 to 34,5,1,1,General,Trend,7/5/18
975,35 to 54,5,1,4,General Petite,Jackets,12/1/18
863,35 to 54,4,1,0,General Petite,Tops,9/1/18
863,65+,5,1,1,General Petite,Tops,18/11/2017
975,35 to 54,5,1,1,General Petite,Jackets,30/03/2017
863,65+,5,1,0,General Petite,Tops,15/03/2017
830,35 to 54,5,1,0,General,Tops,10/3/17
552,35 to 54,5,1,1,General,Trend,26/05/2018
863,25 to 34,5,1,0,General,Tops,27/05/2018
909,55 to 64,1,0,17,General,Tops,10/10/17
292,35 to 54,5,1,0,Initmates,Intimate,30/08/2017
863,65+,5,1,52,General,Tops,18/09/2017
975,18 to 24,5,1,0,General Petite,Jackets,1/8/17
836,35 to 54,3,1,0,General,Tops,1/8/17
294,35 to 54,5,1,1,General Petite,Intimate,26/07/2017
830,35 to 54,5,1,0,General,Tops,1/6/17
1100,35 to 54,5,1,0,General,Dresses,1/6/17
1100,35 to 54,5,1,0,General,Dresses,1/5/17
1100,18 to 24,5,1,1,General,Dresses,9/5/17
1100,35 to 54,5,1,1,General,Dresses,18/05/2017
860,35 to 54,5,1,7,General,Tops,30/03/2017
1080,35 to 54,5,1,3,General Petite,Dresses,15/03/2017
1100,35 to 54,4,1,0,General,Dresses,10/3/17
1111,55 to 64,5,1,8,General,Dresses,4/3/17
1094,55 to 64,5,1,11,General,Dresses,30/11/2015
1100,25 to 34,3,0,0,General,Dresses,26/05/2018
1094,35 to 54,3,1,0,General,Dresses,23/03/2018
865,35 to 54,2,0,8,General,Tops,27/05/2018
865,35 to 54,1,0,7,General,Tops,23/03/2018
1060,35 to 54,4,1,1,General Petite,Bottoms,26/04/2018
1100,35 to 54,5,1,0,General,Dresses,7/5/18
1111,35 to 54,4,1,0,General,Dresses,1/6/18
1080,25 to 34,5,1,4,General Petite,Dresses,2/6/18
1100,35 to 54,4,1,0,General,Dresses,30/08/2017
1080,25 to 34,5,1,2,General Petite,Dresses,23/08/2017
1111,18 to 24,4,1,0,General,Dresses,9/12/17
1053,35 to 54,5,1,0,General,Bottoms,27/01/2018
986,65+,1,0,3,General,Jackets,6/5/18
865,25 to 34,5,1,0,General,Tops,9/12/17
844,35 to 54,4,1,1,General,Tops,28/04/2018
844,55 to 64,5,1,0,General,Tops,13/01/2018
1080,35 to 54,5,1,4,General Petite,Dresses,6/12/17
1111,25 to 34,1,0,16,General,Dresses,10/10/17
1080,35 to 54,3,0,5,General Petite,Dresses,12/9/17
868,65+,5,1,4,General,Tops,6/9/17
1080,55 to 64,5,1,1,General Petite,Dresses,30/08/2017
179,25 to 34,3,0,2,Initmates,Intimate,18/09/2017
1080,35 to 54,5,1,9,General Petite,Dresses,23/08/2017
1033,25 to 34,4,1,1,General Petite,Bottoms,31/07/2017
1094,55 to 64,5,1,0,General,Dresses,1/8/17
865,55 to 64,5,1,0,General,Tops,26/07/2017
1100,55 to 64,5,1,1,General,Dresses,25/10/2017
1160,35 to 54,3,0,1,Initmates,Intimate,17/10/2017
1100,35 to 54,5,1,0,General,Dresses,26/05/2018
868,55 to 64,4,1,0,General,Tops,4/4/17
1094,35 to 54,5,1,2,General,Dresses,30/03/2017
878,55 to 64,5,1,0,General Petite,Tops,21/07/2017
1100,35 to 54,5,1,0,General,Dresses,31/05/2017
1080,35 to 54,5,1,2,General Petite,Dresses,9/5/17
1111,35 to 54,5,1,0,General,Dresses,1/5/17
1094,55 to 64,5,1,2,General,Dresses,18/05/2017
1100,35 to 54,5,1,0,General,Dresses,10/10/17
865,35 to 54,4,1,11,General,Tops,28/08/2017
1033,35 to 54,4,1,0,General Petite,Bottoms,12/8/17
1100,35 to 54,4,0,0,General,Dresses,1/8/17
986,65+,2,0,16,General,Jackets,26/07/2017
1111,55 to 64,4,1,3,General,Dresses,10/3/17
1111,55 to 64,5,1,1,General,Dresses,4/3/17
1053,35 to 54,5,1,6,General,Bottoms,3/3/17
844,25 to 34,4,1,0,General,Tops,30/03/2017
1100,25 to 34,5,1,0,General,Dresses,15/03/2017
1111,55 to 64,5,1,0,General,Dresses,10/3/17
1053,35 to 54,3,1,4,General,Bottoms,4/3/17
1100,35 to 54,5,1,0,General,Dresses,23/08/2017
1033,25 to 34,5,1,5,General Petite,Bottoms,31/07/2017
1111,25 to 34,5,1,4,General,Dresses,26/07/2017
1111,55 to 64,2,0,6,General,Dresses,10/10/17
1094,35 to 54,5,1,6,General,Dresses,12/9/17
1094,55 to 64,5,1,11,General,Dresses,28/09/2017
1053,35 to 54,3,1,2,General,Bottoms,26/05/2018
1080,25 to 34,5,1,0,General Petite,Dresses,18/09/2017
844,35 to 54,5,1,0,General,Tops,1/6/17
1111,55 to 64,5,1,18,General,Dresses,1/6/17
1080,55 to 64,5,1,0,General Petite,Dresses,1/5/17
844,55 to 64,5,1,0,General,Tops,9/5/17
831,35 to 54,5,1,1,General Petite,Tops,26/05/2018
1100,25 to 34,4,1,3,General,Dresses,8/12/17
1033,55 to 64,5,1,0,General Petite,Bottoms,10/10/17
1033,35 to 54,5,1,4,General Petite,Bottoms,29/08/2017
862,25 to 34,1,0,1,General Petite,Tops,12/8/17
831,35 to 54,5,1,2,General Petite,Tops,31/07/2017
1033,35 to 54,5,1,0,General Petite,Bottoms,1/8/17
1033,25 to 34,5,1,1,General Petite,Bottoms,26/07/2017
818,35 to 54,2,0,0,General,Tops,1/6/17
1126,65+,5,1,0,General Petite,Jackets,9/5/17
1033,35 to 54,5,1,0,General Petite,Bottoms,1/5/17
1033,55 to 64,5,1,0,General Petite,Bottoms,18/05/2017
1033,25 to 34,5,1,0,General Petite,Bottoms,26/05/2018
1024,35 to 54,5,1,0,General,Bottoms,24/04/2018
831,35 to 54,4,1,0,General Petite,Tops,5/2/18
831,55 to 64,5,1,7,General Petite,Tops,7/12/17
831,35 to 54,5,1,7,General Petite,Tops,27/05/2018
1033,35 to 54,5,1,0,General Petite,Bottoms,28/05/2018
1033,25 to 34,4,1,0,General Petite,Bottoms,24/05/2018
1033,35 to 54,3,1,0,General Petite,Bottoms,26/05/2018
995,25 to 34,5,1,0,General,Bottoms,26/04/2018
1033,35 to 54,4,1,0,General Petite,Bottoms,10/10/17
1024,25 to 34,5,1,0,General,Bottoms,12/9/17
1044,55 to 64,4,1,3,General Petite,Bottoms,6/9/17
1044,35 to 54,5,1,1,General Petite,Bottoms,30/08/2017
1072,35 to 54,5,1,5,General,Dresses,18/09/2017
877,35 to 54,4,1,2,General,Tops,12/9/17
1030,35 to 54,5,1,0,General,Bottoms,6/9/17
895,25 to 34,5,1,3,General,Tops,30/08/2017
1030,35 to 54,2,0,0,General,Bottoms,18/09/2017
1078,35 to 54,5,1,0,General,Dresses,9/11/17
967,55 to 64,4,1,6,General,Jackets,4/5/18
1072,35 to 54,4,1,4,General,Dresses,7/12/17
967,35 to 54,3,1,9,General,Jackets,9/11/17
877,35 to 54,4,1,4,General,Tops,5/2/18
895,35 to 54,5,1,0,General,Tops,26/05/2018
877,35 to 54,5,1,4,General,Tops,7/12/17
895,65+,5,1,6,General,Tops,9/11/17
867,25 to 34,5,1,0,General,Tops,28/10/2017
877,35 to 54,4,1,3,General,Tops,24/10/2017
1035,35 to 54,5,1,0,General,Bottoms,4/12/17
877,35 to 54,3,0,6,General,Tops,16/11/2017
1044,25 to 34,4,1,1,General Petite,Bottoms,9/11/17
967,35 to 54,5,1,5,General,Jackets,28/10/2017
1035,25 to 34,5,1,1,General,Bottoms,24/10/2017
1035,35 to 54,5,1,1,General,Bottoms,17/09/2017
877,35 to 54,5,1,0,General,Tops,28/10/2017
895,35 to 54,5,1,0,General,Tops,24/10/2017
877,25 to 34,3,0,0,General,Tops,31/05/2018
1080,35 to 54,4,1,0,General,Dresses,26/04/2018
255,35 to 54,5,1,0,Initmates,Intimate,6/12/17
829,35 to 54,5,1,0,General Petite,Tops,22/09/2017
862,35 to 54,5,1,1,General Petite,Tops,29/08/2017
862,35 to 54,4,1,0,General Petite,Tops,19/08/2017
1111,25 to 34,4,1,0,General,Dresses,4/5/18
862,35 to 54,5,1,0,General Petite,Tops,4/12/17
868,65+,5,1,1,General,Tops,22/08/2017
688,25 to 34,4,1,0,Initmates,Intimate,9/1/18
868,25 to 34,5,1,0,General,Tops,6/12/17
850,18 to 24,5,1,2,General Petite,Tops,10/10/17
862,35 to 54,5,1,0,General Petite,Tops,30/03/2017
850,55 to 64,5,1,7,General Petite,Tops,12/8/17
850,35 to 54,5,1,11,General Petite,Tops,26/07/2017
829,35 to 54,3,1,0,General,Tops,9/5/17
1092,35 to 54,5,1,4,General,Dresses,10/3/17
1092,25 to 34,4,1,0,General,Dresses,1/6/17
255,55 to 64,4,1,0,Initmates,Intimate,1/6/17
850,55 to 64,3,0,1,General Petite,Tops,4/3/17
862,35 to 54,5,1,5,General Petite,Tops,2/3/17
862,65+,5,1,0,General Petite,Tops,22/08/2017
868,25 to 34,3,0,0,General,Tops,28/08/2017
862,25 to 34,5,1,0,General Petite,Tops,1/5/17
862,25 to 34,5,1,0,General Petite,Tops,30/03/2017
384,25 to 34,5,1,0,Initmates,Intimate,15/03/2017
255,65+,4,1,0,Initmates,Intimate,31/07/2017
1092,65+,5,1,0,General,Dresses,1/8/17
313,35 to 54,4,1,9,Initmates,Intimate,8/9/17
876,35 to 54,2,0,2,General Petite,Tops,12/8/17
862,55 to 64,5,1,1,General Petite,Tops,31/07/2017
868,35 to 54,4,1,3,General,Tops,1/8/17
934,35 to 54,3,0,0,General,Tops,26/07/2017
739,55 to 64,5,1,2,Initmates,Intimate,4/3/17
1080,35 to 54,4,1,1,General,Dresses,23/07/2017
876,55 to 64,5,1,1,General Petite,Tops,10/3/17
739,18 to 24,4,1,3,Initmates,Intimate,2/3/17
862,65+,4,1,1,General Petite,Tops,11/9/17
862,35 to 54,5,1,1,General Petite,Tops,13/09/2017
868,35 to 54,5,1,0,General,Tops,9/5/17
829,35 to 54,2,0,0,General,Tops,1/5/17
862,25 to 34,5,1,0,General,Tops,17/09/2017
862,35 to 54,5,1,9,General,Tops,12/12/17
862,35 to 54,5,1,2,General,Tops,12/11/17
862,35 to 54,5,1,7,General,Tops,11/9/17
868,35 to 54,5,1,3,General,Tops,11/9/17
868,35 to 54,5,1,1,General,Tops,28/08/2017
688,35 to 54,4,1,0,Initmates,Intimate,26/07/2017
352,18 to 24,5,1,1,Initmates,Intimate,16/07/2017
868,65+,3,1,16,General,Tops,18/07/2017
911,35 to 54,4,1,0,General Petite,Tops,9/7/17
739,25 to 34,4,1,7,Initmates,Intimate,20/06/2017
255,35 to 54,3,0,1,Initmates,Intimate,24/06/2017
688,25 to 34,4,1,0,Initmates,Intimate,23/06/2017
868,25 to 34,4,1,1,General,Tops,26/07/2017
688,35 to 54,4,1,0,Initmates,Intimate,29/06/2017
862,35 to 54,5,1,1,General,Tops,1/6/17
1092,55 to 64,5,1,0,General,Dresses,1/6/17
1092,25 to 34,3,1,0,General,Dresses,1/5/17
850,35 to 54,4,1,0,General,Tops,18/05/2017
829,35 to 54,5,1,0,General,Tops,30/03/2017
1066,35 to 54,5,1,13,General Petite,Bottoms,4/3/17
251,65+,5,1,5,Initmates,Intimate,3/3/17
1077,35 to 54,5,1,0,General,Dresses,26/07/2017
1077,35 to 54,3,0,1,General,Dresses,17/07/2017
839,35 to 54,5,1,2,General Petite,Tops,18/06/2017
251,35 to 54,5,1,0,Initmates,Intimate,24/06/2017
1077,25 to 34,5,1,0,General,Dresses,20/06/2017
251,35 to 54,5,1,1,Initmates,Intimate,24/06/2017
870,35 to 54,2,0,0,General,Tops,23/06/2017
122,35 to 54,5,1,0,Initmates,Intimate,23/06/2017
1094,35 to 54,5,1,0,General Petite,Dresses,29/06/2017
251,35 to 54,4,1,2,Initmates,Intimate,3/6/17
1094,25 to 34,5,1,0,General Petite,Dresses,7/6/17
122,25 to 34,5,1,0,Initmates,Intimate,1/6/17
1077,65+,5,1,0,General,Dresses,1/6/17
1066,55 to 64,2,0,1,General Petite,Bottoms,18/05/2017
1066,65+,5,1,0,General Petite,Bottoms,9/5/17
1008,35 to 54,4,1,3,General Petite,Bottoms,4/4/17
1094,55 to 64,2,0,0,General Petite,Dresses,9/5/17
1066,55 to 64,5,1,0,General Petite,Bottoms,10/3/17
251,55 to 64,5,1,2,Initmates,Intimate,28/08/2017
251,35 to 54,2,0,1,Initmates,Intimate,24/09/2017
1094,35 to 54,5,1,1,General Petite,Dresses,20/09/2017
1094,35 to 54,5,1,0,General Petite,Dresses,28/08/2017
251,35 to 54,5,1,8,Initmates,Intimate,1/6/18
1077,35 to 54,3,0,8,General,Dresses,10/10/17
251,35 to 54,5,1,0,Initmates,Intimate,12/9/17
191,18 to 24,5,1,1,General,Bottoms,6/9/17
1094,35 to 54,5,1,0,General Petite,Dresses,18/09/2017
1094,35 to 54,2,0,1,General Petite,Dresses,23/08/2017
1077,35 to 54,4,1,1,General,Dresses,30/08/2017
251,25 to 34,3,1,0,Initmates,Intimate,4/5/18
1094,25 to 34,5,1,1,General Petite,Dresses,26/04/2018
1094,35 to 54,4,1,0,General Petite,Dresses,28/08/2017
1077,35 to 54,3,1,0,General,Dresses,22/08/2017
251,25 to 34,5,1,0,Initmates,Intimate,10/10/17
1008,65+,4,1,3,General Petite,Bottoms,12/9/17
1094,25 to 34,5,1,0,General,Dresses,6/9/17
251,35 to 54,3,1,0,Initmates,Intimate,18/09/2017
191,35 to 54,3,0,1,General,Bottoms,23/08/2017
251,25 to 34,5,1,0,Initmates,Intimate,30/08/2017
251,25 to 34,5,1,13,Initmates,Intimate,28/08/2017
829,35 to 54,5,1,6,General Petite,Tops,22/08/2017
867,25 to 34,5,1,0,General Petite,Tops,12/1/18
860,55 to 64,4,1,21,General,Tops,6/12/17
1022,25 to 34,4,1,6,General Petite,Bottoms,6/12/17
68,35 to 54,5,1,0,Initmates,Intimate,4/12/17
1022,25 to 34,4,1,0,General Petite,Bottoms,18/11/2017
1084,35 to 54,1,0,18,General Petite,Dresses,1/6/17
511,35 to 54,3,1,0,Initmates,Intimate,1/6/17
860,35 to 54,4,1,0,General,Tops,1/6/17
850,35 to 54,5,1,0,General,Tops,1/6/17
511,25 to 34,5,1,6,Initmates,Intimate,10/7/17
1084,25 to 34,1,0,3,General Petite,Dresses,30/10/2017
615,35 to 54,4,1,4,General Petite,Bottoms,9/11/17
928,35 to 54,4,1,0,General,Tops,25/10/2017
662,25 to 34,5,1,2,Initmates,Intimate,21/10/2017
867,25 to 34,4,1,0,General Petite,Tops,18/09/2017
829,35 to 54,5,1,20,General,Tops,23/07/2017
1084,25 to 34,4,1,1,General Petite,Dresses,30/03/2017
662,35 to 54,5,1,5,Initmates,Intimate,10/6/18
871,25 to 34,4,1,0,General,Tops,31/07/2017
662,35 to 54,5,1,8,Initmates,Intimate,1/8/17
871,35 to 54,2,0,11,General,Tops,26/07/2017
867,65+,5,1,0,General Petite,Tops,9/5/17
662,55 to 64,5,1,0,Initmates,Intimate,1/5/17
857,18 to 24,5,1,0,General,Tops,30/03/2017
860,35 to 54,4,1,0,General,Tops,15/03/2017
1099,35 to 54,5,1,2,General,Dresses,10/3/17
511,35 to 54,5,1,1,Initmates,Intimate,4/3/17
850,35 to 54,5,1,0,General,Tops,31/07/2017
867,25 to 34,2,0,0,General Petite,Tops,1/8/17
850,55 to 64,5,1,5,General,Tops,26/07/2017
867,25 to 34,5,1,0,General Petite,Tops,7/7/17
867,55 to 64,4,1,0,General Petite,Tops,9/5/17
1084,25 to 34,1,0,10,General Petite,Dresses,1/5/17
662,35 to 54,5,1,6,Initmates,Intimate,15/03/2017
1089,35 to 54,5,1,0,General Petite,Dresses,10/3/17
662,55 to 64,2,0,2,Initmates,Intimate,4/3/17
850,55 to 64,5,1,4,General,Tops,29/08/2017
1089,25 to 34,5,1,10,General Petite,Dresses,22/08/2017
860,35 to 54,5,1,0,General,Tops,5/2/18
867,35 to 54,5,1,1,General Petite,Tops,8/12/17
867,25 to 34,2,0,0,General Petite,Tops,19/06/2018
850,55 to 64,5,1,2,General,Tops,15/06/2018
829,55 to 64,5,1,0,General,Tops,18/06/2018
1099,25 to 34,2,0,2,General,Dresses,22/06/2018
867,25 to 34,3,1,0,General Petite,Tops,24/04/2018
1084,35 to 54,4,1,0,General Petite,Dresses,1/6/17
860,55 to 64,1,0,1,General,Tops,1/6/17
68,35 to 54,5,1,0,Initmates,Intimate,10/10/17
860,55 to 64,5,1,4,General,Tops,6/9/17
662,35 to 54,5,1,2,Initmates,Intimate,30/08/2017
860,55 to 64,3,1,5,General,Tops,18/09/2017
867,35 to 54,2,0,2,General Petite,Tops,31/07/2017
928,35 to 54,5,1,0,General,Tops,1/8/17
